ที่ทำการ,รหัสไปรษณีย์,ตำแหน่ง,เบอร์โทรศัพท์,สังกัด
ปจ.ลำปาง,52000,CEC,088-987-9281,ปข.5
ปณภ.งาว,52110,CEC,088-987-9282,ปข.5
ปณภ.แจ้ห่ม,52120,CEC,088-987-9283,ปข.5
ปณภ.เกาะคา,52130,CEC,088-987-9287,ปข.5
ปณภ.วังเหนือ,52140,CEC,088-987-9288,ปข.5
ปณภ.แม่ทะ,52150,CEC,088-987-9293,ปข.5
ปณภ.เถิน,52160,CEC,088-987-9294,ปข.5
ปณภ.สบปราบ,52170,CEC,088-987-9304,ปข.5
ปณภ.แม่พริก,52180,CEC,088-987-9305,ปข.5
ปณภ.ห้างฉัตร,52190,CEC,088-987-9306,ปข.5
ปณภ.เสริมงาม,52210,CEC,088-987-9307,ปข.5
ปณภ.แม่เมาะ,52220,CEC,088-987-9310,ปข.5
ปณภ.แม่วะ,52230,CEC,088-987-9311,ปข.5
ปณภ.เมืองปาน,52240,CEC,088-987-9312,ปข.5
ปจ.อุตรดิตถ์,53000,CEC,088-987-9313,ปข.5
ปจ.อุตรดิตถ์,53000,CEC,088-987-9314,ปข.5
ปณภ.น้ำปาด,53110,CEC,088-987-9315,ปข.5
ปณภ.พิชัย,53120,CEC,088-987-9316,ปข.5
ปณภ.ลับแล,53130,CEC,088-987-9318,ปข.5
ปณภ.ตรอน,53140,CEC,088-987-9319,ปข.5
ปณภ.ท่าปลา,53150,CEC,088-987-9321,ปข.5
ปณภ.ฟากท่า,53160,CEC,088-987-9322,ปข.5
ปณภ.วังกะพี้,53170,CEC,088-987-9324,ปข.5
ปณภ.บ้านโคก,53180,CEC,088-987-9325,ปข.5
ปณภ.ร่วมจิต,53190,CEC,088-987-9326,ปข.5
ปณภ.ทุ่งยั้ง,53210,CEC,088-987-9327,ปข.5
ปณภ.ท่าสัก,53220,CEC,088-987-9336,ปข.5
ปณภ.ทองแสนขัน,53230,CEC,088-987-9337,ปข.5
ปจ.แพร่,54000,CEC,088-987-9344,ปข.5
ปจ.แพร่,54000,CEC,088-987-9345,ปข.5
ศป.เด่นชัย,54010,CEC,088-987-9348,ปข.5
ปณภ.เด่นชัย,54110,CEC,088-987-9349,ปข.5
ปณภ.สอง,54120,CEC,088-987-9350,ปข.5
ปณภ.สูงเม่น,54130,CEC,088-987-9357,ปข.5
ปณภ.ร้องกวาง,54140,CEC,088-987-9358,ปข.5
ปณภ.ลอง,54150,CEC,088-987-9359,ปข.5
ปณภ.วังชิ้น,54160,CEC,088-987-9363,ปข.5
ปณภ.หนองม่วงไข่,54170,CEC,088-987-9364,ปข.5
ปจ.น่าน,55000,CEC,088-987-9365,ปข.5
ปจ.น่าน,55000,CEC,088-987-9366,ปข.5
ปณภ.เวียงสา,55110,CEC,088-987-9368,ปข.5
ปณภ.ปัว,55120,CEC,088-987-9369,ปข.5
ปณภ.ทุ่งช้าง,55130,CEC,088-987-9370,ปข.5
ปณภ.ท่าวังผา,55140,CEC,088-987-9371,ปข.5
ปณภ.นาน้อย,55150,CEC,088-987-9373,ปข.5
ปณภ.เชียงกลาง,55160,CEC,088-987-9374,ปข.5
ปณภ.แม่จริม,55170,CEC,088-987-9375,ปข.5
ปณภ.นาหมื่น,55180,CEC,088-987-9376,ปข.5
ปณภ.บ้านหลวง,55190,CEC,088-987-9377,ปข.5
ปณภ.ดู่พงษ์,55210,CEC,088-987-9378,ปข.5
ปณภ.บ่อเกลือ,55220,CEC,088-987-9381,ปข.5
ปจ.พะเยา,56000,CEC,088-987-9382,ปข.5
ปจ.พะเยา,56000,CEC,088-987-9394,ปข.5
ปณภ.เชียงคำ,56110,CEC,088-987-9395,ปข.5
ปณภ.ดอกคำใต้,56120,CEC,088-987-9396,ปข.5
ปณภ.แม่ใจ,56130,CEC,088-987-9397,ปข.5
ปณภ.ปง,56140,CEC,088-987-9399,ปข.5
ปณภ.จุน,56150,CEC,088-987-9400,ปข.5
ปณภ.เชียงม่วน,56160,CEC,088-987-9402,ปข.5
ปจ.เชียงราย,57000,CEC,088-987-9403,ปข.5
ปจ.เชียงราย,57000,CEC,088-987-9404,ปข.5
ปณภ.บ้านดู่,57100,CEC,088-987-9407,ปข.5
ปณภ.แม่จัน,57110,CEC,088-987-9408,ปข.5
ปณภ.พาน,57120,CEC,088-987-9417,ปข.5
ปณภ.แม่สาย,57130,CEC,088-987-9418,ปข.5
ปณภ.เชียงของ,57140,CEC,088-987-9425,ปข.5
ปณภ.เชียงแสน,57150,CEC,088-987-9426,ปข.5
ปณภ.เทิง,57160,CEC,088-987-9428,ปข.5
ปณภ.เวียงป่าเป้า,57170,CEC,088-987-9429,ปข.5
ปณภ.แม่สรวย,57180,CEC,088-987-9430,ปข.5
ปณภ.ป่าแดด,57190,CEC,088-987-9431,ปข.5
ปณภ.เวียงชัย,57210,CEC,088-987-9433,ปข.5
ปณภ.ห้วยไคร้,57220,CEC,088-987-9434,ปข.5
ปณภ.ปล้อง,57230,CEC,088-987-9435,ปข.5
ปณภ.แม่คำ,57240,CEC,088-987-9436,ปข.5
ปณภ.แม่ลาว,57250,CEC,088-987-9437,ปข.5
ปณภ.แม่เจดีย์,57260,CEC,088-987-9438,ปข.5
ปณภ.จันจว้า,57270,CEC,088-987-9439,ปข.5
ปณภ.แม่เย็น,57280,CEC,088-987-9440,ปข.5
ปณภ.พญาเม็งราย,57290,CEC,088-987-9441,ปข.5
ปณภ.เวียงแก่น,57310,CEC,088-987-9442,ปข.5
ปณภ.ขุนตาล,57340,CEC,088-987-9443,ปข.5
ปณภ.เวียงเชียงรุ้ง,57350,CEC,088-987-9445,ปข.5
ปจ.แม่ฮ่องสอน,58000,CEC,088-987-9446,ปข.5
ปจ.แม่ฮ่องสอน,58000,CEC,088-987-9447,ปข.5
ปณภ.แม่สะเรียง,58110,CEC,088-987-9452,ปข.5
ปณภ.แม่ลาน้อย,58120,CEC,088-987-9453,ปข.5
ปณภ.ปาย,58130,CEC,088-987-9458,ปข.5
ปณภ.ขุนยวม,58140,CEC,088-987-9459,ปข.5
ปณภ.ปางมะผ้า,58150,CEC,088-987-9461,ปข.5
ปข.5 ส่วนควบคุมคุณภาพและดูแลลูกค้า,50000,CEC,088-987-9462,ปข.5
ปจ.ราชบุรี,70000,CEC,090-980-5603,ปข.7
ปจ.ราชบุรี,70000,CEC,090-980-5604,ปข.7
ศป.ราชบุรี,70010,CEC,090-980-5605,ปข.7
ปณภ.บ้านโป่ง,70110,CEC,090-980-5606,ปข.7
ปณภ.โพธาราม,70120,CEC,090-980-5607,ปข.7
ปณภ.ดำเนินสะดวก,70130,CEC,090-980-5608,ปข.7
ปณภ.ปากท่อ,70140,CEC,090-980-5609,ปข.7
ปณภ.จอมบึง,70150,CEC,090-980-5610,ปข.7
ปณภ.บางแพ,70160,CEC,090-980-5612,ปข.7
ปณภ.วัดเพลง,70170,CEC,090-980-5613,ปข.7
ปณภ.สวนผึ้ง,70180,CEC,090-980-5614,ปข.7
ปณภ.ห้วยกระบอก,70190,CEC,090-980-5615,ปข.7
ปณภ.หลักห้า,70210,CEC,090-980-5618,ปข.7
ปจ.กาญจนบุรี,71000,CEC,090-980-5619,ปข.7
ปจ.กาญจนบุรี,71000,CEC,090-980-5620,ปข.7
ปณภ.ท่าม่วง,71110,CEC,090-989-9034,ปข.7
ปณภ.ท่ามะกา,71120,CEC,090-989-9035,ปข.7
ปณภ.ท่าเรือพระแท่น,71130,CEC,090-989-9038,ปข.7
ปณภ.พนมทวน,71140,CEC,090-989-9040,ปข.7
ปณภ.ไทรโยค,71150,CEC,090-989-9042,ปข.7
ปณภ.บ่อพลอย,71160,CEC,090-989-9045,ปข.7
ปณภ.ตลาดเขต,71170,CEC,090-989-9046,ปข.7
ปณภ.ทองผาภูมิ,71180,CEC,090-990-4973,ปข.7
ปณภ.ลาดหญ้า,71190,CEC,090-990-4974,ปข.7
ปณภ.เลาขวัญ,71210,CEC,090-990-4981,ปข.7
ปณภ.หนองปรือ,71220,CEC,091-002-3454,ปข.7
ปณภ.สังขละบุรี,71240,CEC,091-002-5776,ปข.7
ปณภ.ท่ากระดาน,71250,CEC,091-004-8493,ปข.7
ปณภ.ด่านมะขามเตี้ย,71260,CEC,091-004-8495,ปข.7
ปจ.สุพรรณบุรี,72000,CEC,091-004-8496,ปข.7
ปจ.สุพรรณบุรี,72000,CEC,091-004-8497,ปข.7
ปณภ.สองพี่น้อง,72110,CEC,091-004-8498,ปข.7
ปณภ.เดิมบางนางบวช,72120,CEC,091-004-8502,ปข.7
ปณภ.สามชุก,72130,CEC,091-004-8503,ปข.7
ปณภ.ศรีประจันต์,72140,CEC,091-004-8504,ปข.7
ปณภ.บางปลาม้า,72150,CEC,091-004-8505,ปข.7
ปณภ.อู่ทอง,72160,CEC,091-004-8506,ปข.7
ปณภ.ดอนเจดีย์,72170,CEC,091-004-8507,ปข.7
ปณภ.ด่านช้าง,72180,CEC,091-004-8508,ปข.7
ปณภ.ทุ่งคอก,72190,CEC,091-004-8509,ปข.7
ปณภ.สวนแตง,72210,CEC,091-004-8510,ปข.7
ปณภ.สระยายโสม,72220,CEC,091-004-8513,ปข.7
ปณภ.ท่าเสด็จ,72230,CEC,091-004-8514,ปข.7
ปณภ.หนองหญ้าไซ,72240,CEC,091-004-8515,ปข.7
ปณภ.สระกระโจม,72250,CEC,091-004-8516,ปข.7
ปจ.นครปฐม,73000,CEC,091-004-8517,ปข.7
ปจ.นครปฐม,73000,CEC,091-004-8518,ปข.7
ปณภ.สามพราน,73110,CEC,091-004-8519,ปข.7
ปณภ.นครชัยศรี,73120,CEC,091-004-8520,ปข.7
ปณภ.บางเลน,73130,CEC,091-004-8521,ปข.7
ปณภ.กำแพงแสน,73140,CEC,091-004-8524,ปข.7
ปณภ.ดอนตูม,73150,CEC,091-004-8525,ปข.7
ปณภ.อ้อมใหญ่,73160,CEC,091-004-8526,ปข.7
ปณภ.พุทธมณฑล,73170,CEC,091-004-8527,ปข.7
ปณภ.สระพัฒนา,73180,CEC,091-004-8528,ปข.7
ปณภ.บางหลวง,73190,CEC,091-004-8529,ปข.7
ปณภ.ไร่ขิง,73210,CEC,091-004-8537,ปข.7
ปณภ.กระทุ่มล้ม,73220,CEC,091-004-8538,ปข.7
ปจ.สมุทรสาคร,74000,CEC,091-004-8539,ปข.7
ปจ.สมุทรสาคร,74000,CEC,091-004-8648,ปข.7
ปณภ.กระทุ่มแบน,74110,CEC,091-004-8649,ปข.7
ปณภ.บ้านแพ้ว,74120,CEC,091-004-8771,ปข.7
ปณภ.อ้อมน้อย,74130,CEC,091-004-8773,ปข.7
ปจ.สมุทรสงคราม,75000,CEC,091-004-8775,ปข.7
ปจ.สมุทรสงคราม,75000,CEC,091-004-8776,ปข.7
ปณภ.อัมพวา,75110,CEC,091-004-8828,ปข.7
ปณภ.บางคนที,75120,CEC,091-005-6312,ปข.7
ปจ.เพชรบุรี,76000,CEC,091-005-7328,ปข.7
ปจ.เพชรบุรี,76000,CEC,091-005-7329,ปข.7
ปณภ.หาดเจ้าสำราญ,76100,CEC,091-696-0364,ปข.7
ปณภ.บ้านแหลม,76110,CEC,091-696-0365,ปข.7
ปณภ.ชะอำ,76120,CEC,091-696-0367,ปข.7
ปณภ.ท่ายาง,76130,CEC,091-696-0368,ปข.7
ปณภ.เขาย้อย,76140,CEC,091-696-0369,ปข.7
ปณภ.บ้านลาด,76150,CEC,091-696-0371,ปข.7
ปณภ.หนองหญ้าปล้อง,76160,CEC,091-696-0373,ปข.7
ปณภ.แก่งกระจาน,76170,CEC,091-696-0374,ปข.7
ปจ.ประจวบคีรีขันธ์,77000,CEC,091-696-0375,ปข.7
ปจ.ประจวบคีรีขันธ์,77000,CEC,091-696-0378,ปข.7
ปณภ.หัวหิน,77110,CEC,091-696-0380,ปข.7
ปณภ.ปราณบุรี,77120,CEC,091-696-0381,ปข.7
ปณภ.ทับสะแก,77130,CEC,091-696-0382,ปข.7
ปณภ.บางสะพาน,77140,CEC,091-696-0384,ปข.7
ปณภ.กุยบุรี,77150,CEC,091-696-0385,ปข.7
ปณภ.ธนะรัชต์,77160,CEC,091-696-0387,ปข.7
ปณภ.บางสะพานน้อย,77170,CEC,091-696-0389,ปข.7
ปณภ.สามร้อยยอด,77180,CEC,091-696-0391,ปข.7
ปณภ.บ้านกรูด,77190,CEC,091-696-0393,ปข.7
ปณภ.อ่าวน้อย,77210,CEC,091-696-0394,ปข.7
ปณภ.ปากน้ำปราณ,77220,CEC,091-696-0395,ปข.7
ปณภ.ร่อนทอง,77230,CEC,091-696-0397,ปข.7
ปข.7 ส่วนควบคุมคุณภาพและดูแลลูกค้า,70000,CEC,091-696-0398,ปข.7
ปจ.นครศรีธรรมราช,80000,CEC,091-696-0403,ปข.8
ปจ.นครศรีธรรมราช,80000,CEC,091-696-0407,ปข.8
ศป.ทุ่งสง,80010,CEC,091-696-0417,ปข.8
ปณภ.ทุ่งสง,80110,CEC,091-696-0418,ปข.8
ปณภ.สิชล,80120,CEC,091-696-0423,ปข.8
ปณภ.ร่อนพิบูลย์,80130,CEC,091-696-0428,ปข.8
ปณภ.ปากพนัง,80140,CEC,091-696-0430,ปข.8
ปณภ.ฉวาง,80150,CEC,091-696-0434,ปข.8
ปณภ.ท่าศาลา,80160,CEC,091-696-0435,ปข.8
ปณภ.หัวไทร,80170,CEC,091-696-0453,ปข.8
ปณภ.ชะอวด,80180,CEC,091-696-0470,ปข.8
ปณภ.เชียรใหญ่,80190,CEC,091-696-0474,ปข.8
ปณภ.ขนอม,80210,CEC,091-696-0475,ปข.8
ปณภ.นาบอน,80220,CEC,091-696-0478,ปข.8
ปณภ.ลานสกา,80230,CEC,091-696-0498,ปข.8
ปณภ.ทุ่งใหญ่,80240,CEC,091-696-0501,ปข.8
ปณภ.คลองจันดี,80250,CEC,091-696-0503,ปข.8
ปณภ.ทานพอ,80260,CEC,091-696-0504,ปข.8
ปณภ.พิปูน,80270,CEC,091-696-0574,ปข.8
ปณภ.เขามหาชัย,80280,CEC,091-696-0581,ปข.8
ปณภ.ชะเมา,80290,CEC,091-696-0586,ปข.8
ปณภ.บ้านพูน,80310,CEC,091-696-0624,ปข.8
ปณภ.พรหมคีรี,80320,CEC,091-696-0625,ปข.8
ปณภ.บางจาก,80330,CEC,091-696-0627,ปข.8
ปณภ.เสาเภา,80340,CEC,091-696-0632,ปข.8
ปณภ.ไม้หลา,80350,CEC,091-696-0635,ปข.8
ปณภ.บางขัน,80360,CEC,091-696-0636,ปข.8
ปณภ.ปากพนังตะวันตก,80370,CEC,091-696-0637,ปข.8
ปจ.กระบี่,81000,CEC,091-696-0639,ปข.8
ปจ.กระบี่,81000,CEC,091-696-0640,ปข.8
ปณภ.อ่าวลึก,81110,CEC,091-696-0641,ปข.8
ปณภ.คลองท่อม,81120,CEC,091-696-0642,ปข.8
ปณภ.เหนือคลอง,81130,CEC,091-696-0645,ปข.8
ปณภ.เขาพนม,81140,CEC,091-696-0646,ปข.8
ปณภ.เกาะลันตา,81150,CEC,091-696-0648,ปข.8
ปณภ.ปลายพระยา,81160,CEC,091-696-0649,ปข.8
ปณภ.คลองพน,81170,CEC,091-696-0657,ปข.8
ปณภ.อ่าวนาง,81180,CEC,091-696-0658,ปข.8
ปณภ.ลำทับ,81190,CEC,091-696-0659,ปข.8
ปณภ.เกาะพีพี,81210,CEC,091-696-0670,ปข.8
ปจ.พังงา,82000,CEC,091-696-0672,ปข.8
ปจ.พังงา,82000,CEC,091-696-0673,ปข.8
ปณภ.ตะกั่วป่า,82110,CEC,091-696-0675,ปข.8
ปณภ.ท้ายเหมือง,82120,CEC,091-696-0680,ปข.8
ปณภ.ตะกั่วทุ่ง,82130,CEC,091-696-0681,ปข.8
ปณภ.โคกกลอย,82140,CEC,091-696-0682,ปข.8
ปณภ.คุระบุรี,82150,CEC,091-696-0683,ปข.8
ปณภ.เกาะยาว,82160,CEC,091-696-0684,ปข.8
ปณภ.กะปง,82170,CEC,091-696-0686,ปข.8
ปณภ.ทับปุด,82180,CEC,091-696-0687,ปข.8
ปณภ.บางม่วง,82190,CEC,091-696-0689,ปข.8
ปณภ.ลำแก่น,82210,CEC,091-696-0691,ปข.8
ปณภ.เขาหลัก,82220,CEC,091-696-0692,ปข.8
ปจ.ภูเก็ต,83000,CEC,091-696-0717,ปข.8
ปจ.ภูเก็ต,83000,CEC,091-696-0718,ปข.8
ปณภ.กะรน,83100,CEC,091-696-0798,ปข.8
ปณภ.ถลาง,83110,CEC,091-696-0803,ปข.8
ปณภ.ถลาง,83110,CEC,091-696-0804,ปข.8
ปณภ.กะทู้,83120,CEC,091-696-0805,ปข.8
ปณภ.ราไวย์,83130,CEC,091-696-0806,ปข.8
ปณภ.ป่าตอง,83150,CEC,091-696-0809,ปข.8
ปจ.สุราษฎร์ธานี,84000,CEC,091-696-0810,ปข.8
ปจ.สุราษฎร์ธานี,84000,CEC,091-696-0812,ปข.8
ปณภ.ขุนทะเล,84100,CEC,091-696-0813,ปข.8
ปณภ.ไชยา,84110,CEC,091-696-0814,ปข.8
ปณภ.บ้านนาสาร,84120,CEC,091-696-0817,ปข.8
ปณภ.พุนพิน,84130,CEC,091-696-0818,ปข.8
ปณภ.เกาะสมุย,84140,CEC,091-696-0819,ปข.8
ปณภ.ท่าฉาง,84150,CEC,091-696-0820,ปข.8
ปณภ.กาญจนดิษฐ์,84160,CEC,091-696-0821,ปข.8
ปณภ.ท่าชนะ,84170,CEC,091-696-0823,ปข.8
ปณภ.คีรีรัฐนิคม,84180,CEC,091-696-0826,ปข.8
ปณภ.บ้านส้อง,84190,CEC,091-696-0901,ปข.8
ปณภ.พระแสง,84210,CEC,091-696-0902,ปข.8
ปณภ.ดอนสัก,84220,CEC,091-696-0903,ปข.8
ปณภ.บ้านตาขุน,84230,CEC,091-696-0904,ปข.8
ปณภ.บ้านนาเดิม,84240,CEC,091-696-0905,ปข.8
ปณภ.พนม,84250,CEC,091-696-0906,ปข.8
ปณภ.เคียนซา,84260,CEC,091-696-0974,ปข.8
ปณภ.พรุพี,84270,CEC,091-696-0975,ปข.8
ปณภ.เกาะพะงัน,84280,CEC,091-696-0978,ปข.8
ปณภ.ท่าทองใหม่,84290,CEC,091-696-0979,ปข.8
ปณภ.ละไม,84310,CEC,091-696-0980,ปข.8
ปณภ.เฉวง,84320,CEC,091-696-0982,ปข.8
ปณภ.แม่น้ำ,84330,CEC,091-696-0984,ปข.8
ปณภ.ปากแพรก,84340,CEC,091-696-0985,ปข.8
ปณภ.ชัยบุรี,84350,CEC,091-696-0986,ปข.8
ปณภ.เกาะเต่า,84360,CEC,091-696-2087,ปข.8
ปณภ.วิภาวดี,84370,CEC,091-696-2090,ปข.8
ปจ.ระนอง,85000,CEC,091-696-2091,ปข.8
ปจ.ระนอง,85000,CEC,091-696-2097,ปข.8
ปณภ.กระบุรี,85110,CEC,091-696-2098,ปข.8
ปณภ.กะเปอร์,85120,CEC,091-696-2101,ปข.8
ปณภ.ละอุ่น,85130,CEC,091-696-2102,ปข.8
ปจ.ชุมพร,86000,CEC,091-696-2103,ปข.8
ปจ.ชุมพร,86000,CEC,091-696-2104,ปข.8
ศป.ชุมพร,86010,CEC,091-696-2106,ปข.8
ปณภ.ทุ่งคา,86100,CEC,091-696-2107,ปข.8
ปณภ.หลังสวน,86110,CEC,091-696-2108,ปข.8
ปณภ.ปากน้ำชุมพร,86120,CEC,091-696-2109,ปข.8
ปณภ.สวี,86130,CEC,091-696-2153,ปข.8
ปณภ.ท่าแซะ,86140,CEC,091-696-2154,ปข.8
ปณภ.ปากน้ำหลังสวน,86150,CEC,091-696-2156,ปข.8
ปณภ.ปะทิว,86160,CEC,091-696-2157,ปข.8
ปณภ.ละแม,86170,CEC,091-696-2261,ปข.8
ปณภ.พะโต๊ะ,86180,CEC,091-696-2263,ปข.8
ปณภ.ปฐมพร,86190,CEC,091-696-2264,ปข.8
ปณภ.มาบอำมฤต,86210,CEC,091-696-2265,ปข.8
ปณภ.ทุ่งตะโก,86220,CEC,091-696-2267,ปข.8
ปณภ.สะพลี,86230,CEC,091-696-2268,ปข.8
ปข.8 ส่วนควบคุมคุณภาพและดูแลลูกค้า,84000,CEC,091-696-2270,ปข.8
ปจ.สตูล,91000,CEC,091-696-2271,ปข.9
ปจ.สตูล,91000,CEC,091-696-2273,ปข.9
ปจ.ตรัง,92000,CEC,091-696-2276,ปข.9
ปจ.ตรัง,92000,CEC,091-696-2278,ปข.9
ปจ.สงขลา,90000,CEC,091-696-2279,ปข.9
ปจ.สงขลา,90000,CEC,091-696-3293,ปข.9
ปจ.พัทลุง,93000,CEC,091-696-3295,ปข.9
ปจ.พัทลุง,93000,CEC,091-696-3296,ปข.9
ปจ.ปัตตานี,94000,CEC,091-696-3297,ปข.9
ปจ.ปัตตานี,94000,CEC,091-696-3298,ปข.9
ปจ.ยะลา,95000,CEC,091-696-3420,ปข.9
ปจ.ยะลา,95000,CEC,091-696-3421,ปข.9
ปจ.นราธิวาส,96000,CEC,091-696-3520,ปข.9
ปจ.นราธิวาส,96000,CEC,091-696-3521,ปข.9
ปณภ.จะนะ,90130,CEC,091-696-3528,ปข.9
ปณภ.รัตภูมิ,90180,CEC,091-696-3529,ปข.9
ปณภ.สะเดา,90120,CEC,091-696-3530,ปข.9
ปณภ.ควนเนียง,90220,CEC,091-696-3531,ปข.9
ปณภ.ทุ่งลุง,90230,CEC,091-696-3536,ปข.9
ปณภ.นาหม่อม,90310,CEC,091-696-3537,ปข.9
ปณภ.บ้านด่านนอก,90320,CEC,091-696-3540,ปข.9
ปณภ.ย่านตาขาว,92140,CEC,091-696-3545,ปข.9
ปณภ.ห้วยยอด,92130,CEC,091-696-3584,ปข.9
ปณภ.ทุ่งยาว,92180,CEC,091-696-3585,ปข.9
ปณภ.วังวิเศษ,92220,CEC,091-696-3586,ปข.9
ปณภ.ปากพะยูน,93120,CEC,091-696-3646,ปข.9
ปณภ.สุคิริน,96190,CEC,091-696-3647,ปข.9
ปณภ.ศรีสาคร,96210,CEC,091-696-3648,ปข.9
ปณภ.ป่าพะยอม,93210,CEC,091-696-3649,ปข.9
ปณภ.นาทวี,90160,CEC,091-696-3650,ปข.9
ปณภ.ระโนด,90140,CEC,091-696-3651,ปข.9
ปณภ.ปาดังเบซาร์,90240,CEC,091-696-3652,ปข.9
ปณภ.สิงหนคร,90280,CEC,091-696-3653,ปข.9
ปณภ.พะวง,90100,CEC,091-696-3784,ปข.9
ปณภ.ละงู,91110,CEC,091-696-3785,ปข.9
ปณภ.กันตัง,92110,CEC,091-696-3935,ปข.9
ปณภ.ควนขนุน,93110,CEC,091-696-3936,ปข.9
ปณภ.ยะรัง,94160,CEC,091-696-3937,ปข.9
ปณภ.หนองจิก,94170,CEC,091-696-3938,ปข.9
ปณภ.มายอ,94140,CEC,091-696-3940,ปข.9
ปณภ.ยะหริ่ง,94150,CEC,091-696-3941,ปข.9
ปณภ.สายบุรี,94110,CEC,091-696-3948,ปข.9
ปณภ.เบตง,95110,CEC,091-696-3949,ปข.9
ปณภ.บันนังสตา,95130,CEC,091-696-3950,ปข.9
ปณภ.ยะหา,95120,CEC,091-696-3978,ปข.9
ปณภ.รามัน,95140,CEC,091-696-3982,ปข.9
ปณภ.ตันหยงมัส,96130,CEC,091-696-3984,ปข.9
ปณภ.ตากใบ,96110,CEC,091-696-3985,ปข.9
ปณภ.บาเจาะ,96170,CEC,091-696-4142,ปข.9
ปณภ.รือเสาะ,96150,CEC,091-696-4143,ปข.9
ปณภ.แว้ง,96160,CEC,091-696-4145,ปข.9
ปณภ.สุไหงปาดี,96140,CEC,091-696-4147,ปข.9
ปณภ.สุไหงโก-ลก,96120,CEC,091-696-4419,ปข.9
ปณภ.คลองแงะ,90170,CEC,091-696-4420,ปข.9
ปณภ.เทพา,90150,CEC,091-696-4425,ปข.9
ปณภ.ลำไพล,90260,CEC,091-696-4426,ปข.9
ปณภ.สทิงพระ,90190,CEC,091-714-9661,ปข.9
ปณภ.สะบ้าย้อย,90210,CEC,091-714-9662,ปข.9
ปณภ.กระแสสินธุ์,90270,CEC,091-808-0591,ปข.9
ปณภ.บ้านพรุ,90250,CEC,091-808-0593,ปข.9
ปณภ.ม่วงงาม,90330,CEC,091-808-0594,ปข.9
ปณภ.ควนกาหลง,91130,CEC,091-808-0595,ปข.9
ปณภ.ทุ่งหว้า,91120,CEC,091-808-0598,ปข.9
ปณภ.ฉลุง,91140,CEC,091-808-0599,ปข.9
ปณภ.ควนโดน,91160,CEC,091-808-0600,ปข.9
ปณภ.ท่าแพ,91150,CEC,091-808-0601,ปข.9
ปณภ.สิเกา,92150,CEC,091-808-0603,ปข.9
ปณภ.ปะเหลียน,92120,CEC,091-808-0605,ปข.9
ปณภ.นาโยง,92170,CEC,091-808-0607,ปข.9
ปณภ.คลองปาง,92160,CEC,091-808-0608,ปข.9
ปณภ.นาวง,92210,CEC,091-808-0609,ปข.9
ปณภ.ลำภูรา,92190,CEC,091-808-0612,ปข.9
ปณภ.เขาชัยสน,93130,CEC,091-808-0613,ปข.9
ปณภ.กงหรา,93180,CEC,091-808-0614,ปข.9
ปณภ.แม่ขรี,93160,CEC,091-808-0618,ปข.9
ปณภ.ป่าบอน,93170,CEC,091-808-0621,ปข.9
ปณภ.ปากคลอง,93150,CEC,091-808-0622,ปข.9
ปณภ.บางแก้ว,93140,CEC,091-808-0628,ปข.9
ปณภ.ศรีบรรพต,93190,CEC,091-808-0631,ปข.9
ปณภ.โคกโพธิ์,94120,CEC,091-808-0632,ปข.9
ปณภ.ปะนาเระ,94130,CEC,091-808-0633,ปข.9
ปณภ.ปาลัส,94190,CEC,091-808-0635,ปข.9
ปณภ.นาประดู่,94180,CEC,091-808-0638,ปข.9
ปณภ.ไม้แก่น,94220,CEC,091-808-0639,ปข.9
ปณภ.กะพ้อ,94230,CEC,091-808-0644,ปข.9
ปณภ.ธารโต,95150,CEC,091-808-0646,ปข.9
ปณภ.ลำใหม่,95160,CEC,091-808-0647,ปข.9
ปณภ.แม่หวาด,95170,CEC,091-808-0649,ปข.9
ปณภ.ดุซงญอ,96220,CEC,091-808-0651,ปข.9
ปณภ.ยี่งอ,96180,CEC,091-808-0653,ปข.9
ปณศ.หาดใหญ่,90110,CEC,091-808-0655,ปข.9
ปณศ.หาดใหญ่,90110,CEC,091-808-0656,ปข.9
ศป.หาดใหญ่,90010,CEC,091-808-0657,ปข.9
ปข.9 ส่วนควบคุมคุณภาพและดูแลลูกค้า,90110,CEC,091-808-0665,ปข.9
ปจ.ศรีสะเกษ,33000,CEC,091-808-0782,ปข.10
ปจ.ศรีสะเกษ,33000,CEC,091-808-0786,ปข.10
ปณภ.กันทรลักษ์,33110,CEC,091-808-0787,ปข.10
ปณภ.อุทุมพรพิสัย,33120,CEC,091-808-0817,ปข.10
ปณภ.กันทรารมย์,33130,CEC,091-808-0819,ปข.10
ปณภ.ขุขันธ์,33140,CEC,091-808-0821,ปข.10
ปณภ.ขุนหาญ,33150,CEC,091-808-0823,ปข.10
ปณภ.ราษีไศล,33160,CEC,091-808-0828,ปข.10
ปณภ.ปรางค์กู่,33170,CEC,091-808-0834,ปข.10
ปณภ.ไพรบึง,33180,CEC,091-808-0835,ปข.10
ปณภ.ยางชุมน้อย,33190,CEC,091-808-0836,ปข.10
ปณภ.ห้วยทับทัน,33210,CEC,091-808-0867,ปข.10
ปณภ.บึงบูรพ์,33220,CEC,091-808-0869,ปข.10
ปณภ.พยุห์,33230,CEC,091-808-0870,ปข.10
ปณภ.ศรีรัตนะ,33240,CEC,091-808-0873,ปข.10
ปณภ.โนนคูณ,33250,CEC,091-808-0874,ปข.10
ปณภ.วังหิน,33270,CEC,091-808-0875,ปข.10
